City,State,2009,2010,2011,2012,2013,2014,2015,2016,2017
Glasgow, KY,108134740.4,109500084.6,102645322.8,101107411.8,105571439.6,109315844,112723483.7,114981275.3,121537023.3
Glasgow, MT,15948694.77,16547850.69,16580184.27,17177177.37,18350346.94,18709440.75,19093973.34,18636497.28,17849676.92
Glencoe, MN,102695240.8,105336517.5,103727043.5,100722256.5,97428364.49,96365766.04,95608875,97339231.4,95346299.1
Glendive, MT,79341552.49,88194027.84,92789461.47,94756549.11,94860390.64,89713517.61,84209622.69,76561314.12,68955689.96
Glennville, GA,34609412.45,35776289.65,30081294.1,23537319.68,20579615.49,19245481.64,18615191.16,18083230.87,17584642.92
Glens Falls, NY,394149361.7,414831810.7,415352158.6,408522591,402277229.4,397804665.3,398506156.6,415104708.4,414203183.8
Glenville, WV,9298152.863,9750333.529,9432563.847,9253735.609,8513154.035,8633361.603,8128692.416,7765517.906,6598834.503
Glenwood, IA,100098014.7,77514570.98,73469946.9,89688844.87,117782715.3,136905251.3,151802887.5,151291711.1,137350240.2
Glenwood, MD,116655797.7,119113378.4,119732474.6,123235902.7,118796789.3,115289337.9,104945494.7,91536145.23,76615359.33
Glenwood Springs, CO,146516969.3,148364851.8,147393362.8,149240300,150020094.8,144769203.7,133522277.3,119020696.2,96209338.8
Globe, AZ,111775844,104488045.2,96574002.02,95197233.31,93722895.35,91640886.96,88944423.81,86282493.04,82357954.74
Gloucester Courthouse, VA,141415090.9,139364203.4,136032845.8,141335003.5,145163798,142742500.8,136566348.2,125533868.4,106873612.8
Glouster, OH,10610070.6,10941145.12,10379394.79,10295392.36,10239417.95,10659874.87,10516565.07,10437897.13,10250435.67
Gloversville, NY,155199570,170431171.9,173477002.2,168039191.2,161949505,155082083.6,146993681.1,140308430.7,124439091.5
Gold Beach, OR,31135399.71,33650693.39,33827382.78,32660683.29,30859998.7,30354897.99,29402968.31,28640974.27,25184049.68
Golden Beach, MD,32309399.07,33014642.97,33389716.8,35224074.43,35103356.71,35122368.31,32724695.62,28731898.51,23749054.37
Golden Gate Estates, FL,77494505.62,83967890.1,93819882.58,100330210.2,104178474.7,108109396.5,108705030.8,109165112.4,107576545.2
Goldendale, WA,28918062.71,29560084.91,20597384.55,14170519.1,12372187.71,11743994.72,10881390.44,9911880.984,8981643.442
Goldsboro, NC,384119713.8,391733428.7,376965453,373521014.6,382760531.9,391720272,399991415.7,404432397.9,390803200.4
Gonzales, CA,108926293.5,109793771.7,116924364.2,122176354.9,123693881.3,124786884.1,119069746.1,110775835,95805034.53
Gonzales, TX,70969252.58,75824828.21,84622080.56,98730641.6,111884733.2,116562738.4,110330607,95575945.98,73584473.34
Gooding, ID,32930583.58,33390124.69,30503167.17,29169158.93,28922958.84,29427692.96,29779984.93,29506307.11,28630581.19
Goodland, KS,16099745.03,16387536.98,16047552.96,16389634.49,16850230.08,16761984.77,16302938.58,15739048.73,13879662.39
Goodrich, MI,108641440.5,100431789.8,90952574.44,84797266.23,80361521.49,74731915.36,69361076.69,64644615.54,59155650.78
Gothenburg, NE,25706922.59,26271579.03,26709951.51,27821340.2,29030973.15,29310497.39,28936174.59,28432495.77,25875935.16
Gouverneur, NY,17320163.31,18154824.4,18021942.84,18570301.22,18987444.36,17787761.12,15771434.97,13480061.76,10486053.42
Gowanda, NY,43603835.27,44987651.98,44591734.98,43819898.01,42522071.47,39339604.99,35416652.85,31648415.28,26001251.17
Graceville, FL,16150224.04,16623957.93,17186920.43,17737063.87,17875414.89,17882168.05,17148052.94,15948382.5,14077967.41
Grafton, ND,43638084.6,50406883.45,53807841.54,56389506.57,56829831.49,54942164.52,52450893.05,49269670.55,45848492.46
Grafton, WV,32946033.42,31767669.34,30968590.71,31250749.38,29948729.26,31534033.3,31121515.6,31413179.37,28415914.16
Graham, TX,35889707.11,35931104.79,36957073.26,39047807.07,41629139.94,45052438.56,46343953.46,45462095.43,41902377.11
Gramercy--Lutcher, LA,120301729.5,129476281.8,132235316.6,129755399.2,131999719.5,127068946.3,122914126.5,116467166.9,107438884.2
Granbury, TX,179977809.4,168179740.3,158151090.5,148468702.1,138012570.3,129303605.9,116787040,104182016.4,87692612.19
Grand Bay, AL,132686342.1,132845246.8,128398146.3,123932424,128921690.9,124993864.1,128378830.7,133199766.1,143620486.3
Grand Forks, ND,267604445.2,276155905.3,286074729.9,296424373.7,298513957.5,288588448.8,279736994.8,273278096.1,268309700.9
Grand Forks AFB, ND,96109830.79,98853391.4,100981720.4,106389277.9,109135511.7,106067864.2,102378434.9,97325082.46,91987919.09
Grand Island, NE,202192996.9,207495397.7,207525018.8,210945602.9,215996864.8,217797149.7,217310054.3,219178745.7,206263805.6
Grand Junction, CO,526657419.6,531323747,516993128,509009414.6,507118090.5,504442629.8,497149212,498919125.1,480372350.2
Grand Rapids, MI,2901274357,2954775807,2945856844,2980717709,3034771570,3048485544,3093378591,3224790509,3384355756
Grand Rapids, MN,59380312.48,61932079.95,63719703.2,73484888.89,83176813.63,85401135.04,82630631.04,75778193.09,62661556.1
Grand Saline, TX,42827404.74,42250173.38,41185192.5,39783034.3,37994129.15,36582059.59,33790518.32,30543456.54,25798758.21
Grandview, WA,212007361.6,217193302.9,218436866.2,221739696.2,220041439.3,225032791.5,228628744.4,236064246.7,246963268.8
Granger, WA,85337235.29,83939614.03,80816090.39,81921141.26,81413354,82141286.27,80775535,77835727.3,73394341.38
Grangerland, TX,49623078.95,51075094.91,53132357.86,47452241,45569184.68,47613716.37,49159822.87,49401668.33,45362486.94
Grangeville, ID,48437063.54,50875471.82,48810955.92,47691899.88,47370019.47,47726949.68,47575596.76,46440308.76,44271058.44
Granite Falls, MN,32252600.71,32969365.21,33741768.8,36104010.92,38008904.88,38340878.61,37406581.82,35700656.65,31625689.13
Granite Falls, WA,23812736.95,22473876.4,21235601.04,21359990.35,21025163.16,20703818.33,19707120.72,18159281.58,16123293.07
Granite Shoals, TX,27336122.53,26084712.48,14947544.66,9251242.543,7180948.839,6401756.294,5856752.387,6328096.288,10955635.39
Grants, NM,127750501.4,102975977.6,102400498,116955596,146964101.7,178108466.3,211115043.1,226755096.1,211056706.9
Grants Pass, OR,420168514.6,424133437.3,412532916,404635085.7,400343609.6,420164243.6,454313309.2,524637447.8,586569967.8
Grantsville, UT,66763541.85,69161224.61,71897956.31,71992208.45,71110194.54,68058003.4,63631983.39,59583231.49,52444266.7
Grantville, GA,143426270.6,144490210.5,135202986.3,124332199.8,119931204.9,114384959.5,108858072.9,100072526.4,89801044.98
Granville, NY,35440536.94,39021526.96,40747243.72,41506948.74,41245002.3,39032517.07,35887020.01,32487507.89,26571960.45
Grass Valley, CA,123049227.9,140002487.6,152531151,157125158,151481764.5,146452632.4,133985654.6,121777653.7,105841063.9
Gray, GA,49666700.78,51907318.34,51560779.74,49736422.32,49821631.75,48868841.51,48694780.61,52079861.78,79814540.18
Grayling, MI,58344675.52,62806640.65,55850559.56,47079412.84,42493840.74,40099805.92,37797394.45,35451888.64,32315729.11
Grayson, KY,95351425.8,98444658.19,93892180.87,90764944.57,90956073.31,89308435.87,85997571.03,79038714.5,69576246.83
Great Barrington, MA,45834315.31,48187891.56,48491740.35,49640313.48,51535315.6,50115633.43,48315376.91,44272905.98,36328376.52
Great Bend, KS,47731102.26,48862644.86,48668699.74,49982771.12,51257561.69,50407056.93,48381866.12,46168007.26,40241510.5
Great Falls, MT,263898116.7,267375113.9,267014214.2,274766969.2,283671040.9,278738449.5,276902984.1,270492562.1,266960997
Greeley, CO,260177842.3,309211694.5,359841851.7,396944471.5,429851477.8,456120988.1,476323713.6,512014097.1,528254993.8
Green Bay, WI,1044199169,1031351387,965998140.8,959389437.6,960914470.4,1006854719,1074812263,1209338744,1348425475
Green Forest, AR,24897643.94,25148041.28,22883305.21,20303281.42,18881423.29,17722003.08,16867979.88,16405725.29,16338026.6
Green River, WY,292510413.2,294500414.5,290498199.8,293139542.8,304470398.5,287041941.2,278372537.2,271966992.9,260433536.7
Greenbrier, AR,26109932.02,28586754.76,28981014.07,28336081.66,28476874.09,28184538.94,27883941.01,27624245.94,27355112.16
Greencastle, IN,19999482.58,26676895.55,32373854.67,33573414.03,33633341.95,33315514.24,31667470.51,28969432.84,25184490.58
Greeneville, TN,127767399.9,126442428.6,122895193.4,130277118.2,143853482.9,151665370.5,158645344.2,160505727,154742093
Greenfield, CA,91734198.59,92255177.94,98540151.84,103021058.9,104377563.5,105675092.8,101546449.3,95620654.8,84081995.94
Greenfield, MA,143777191.1,166438001.6,181232973.2,189598787,198234810.7,197013434.4,197309939.6,194634043.7,178298552.8
Greenfield, OH,14879590.63,14854472.96,14167884.2,14637817.6,15114313.5,16035835.6,16040157.47,15641118.08,14014513.76
Greensboro, GA,95687272.63,101409464.5,75744838.87,49468730.27,41089991,38049255.64,35985995.31,32842539.97,28973272.59
Greensboro, NC,2184254337,2215815259,2162854640,2045438720,2003202717,2014539822,2091918030,2279223593,2516981464
Greensburg, IN,95495673.3,109523665.4,127048087.6,138262860.5,149056827.7,156874845.6,159954986,158389685.9,152864607.4
Greentown, IN,37561174.84,34831513.06,34469741.43,34359141.72,34804028.64,33817456.04,32029401.63,29289008.76,25735403.65
Greenville, AL,176854549.2,177995436,173890904.8,171470067.6,182544600,179303671.5,185055146.4,190662527.6,203746356.2
Greenville, IL,109855426.4,119037597.2,128643945,138085897.2,151174231.7,155149601.9,152867524.6,139789178.1,119288127.5
Greenville, MI,32889432.69,32678963.91,31265953.8,33090338.72,35973562.55,36678511.44,36330745.46,35146500.31,35477952.41
Greenville, MS,109972729.9,101494327,96265288.55,99441170.77,106452037.7,106872169.7,106778854.2,103799337.6,94601860.56
Greenville, NC,448062511,467764986.7,458544443.9,454458074.4,460923845.1,462153585.8,463094998.4,458922130.1,430885776.3
Greenville, OH,54231185.21,54859093.07,55573232.6,59078709.35,61176047.35,64822087.17,65052386.3,64541421.99,59461217.35
Greenville, PA,60573944.33,60761453.52,60173231.36,59671558.7,57920518.01,56081298.93,52700148.2,48723002.11,42766237.03
Greenville, SC,2803943584,2820664198,2782057571,2709024247,2797257591,2752771376,2862336671,3032620509,3270490209
Greenville, TX,277368487.3,278164168.3,272919719.8,278655797,288028863.7,303818307.8,310279976.9,310493906.9,293701355.8
Greenwich, NY,20770030.15,22446237.32,23326281.23,23817187.07,23555848.9,21712869.97,19292155.88,16892608.66,13486179.62
Greenwood, AR,37906650.76,38127053.89,35127625,33178849.19,32549817.19,31772090.29,31322920.67,31170171.22,31443531.84
Greenwood, MS,74210700.58,71832782.98,68632354.7,69463763.73,72860483.63,73606431.26,74743740.06,74858208.9,71210669.5
Greenwood, SC,250562724.2,257621672.3,258134251.9,257241402.8,267970686.4,258475096.7,255840714.5,246529283.6,229882309.2
Grenada, MS,136808272.7,139586785.8,135298936.8,133720170.4,136748490.3,137924226.7,142115141.9,148448829.8,150694866.4
Gridley, CA,63909031.63,59200504.28,50049548.91,46183405.92,43483767.55,43855352,43790707.31,44463889.73,43878746.47
Grifton, NC,42062963.03,44826988.89,44753752.68,43905452.62,44015733.49,44172390.49,44050454.6,43180623.58,40024391.91
Grinnell, IA,72755968.09,73372900.84,72486250.46,72824107.75,74757354.95,75342244.37,75161686.69,73899291.83,70818078.15
Grissom AFB, IN,7835619.096,9900354.907,11537735.28,11915683.92,12086289.05,12114373.9,11737135.86,10997855.03,9836572.102
Groesbeck, TX,31120702.3,31293810.31,33052608.07,35469351.18,37554226.33,38742087.18,37890808.97,35708630.52,31166255.03
Grottoes, VA,21618345.35,20703801.68,19220127.65,18171271.27,16855430.5,15288638.09,13629970.96,11931802.55,9887127.923
Grove, OK,6262030.656,5993127.114,5585906.913,5426994.533,5125871.781,5024365.103,4789921.974,4578627.604,4008956.453
Grove City, PA,145545037.2,151695713.1,158898182.6,174173976.6,188587478.8,197461086.4,195474136.2,182585288.4,156246478.7
Guadalupe, CA,14926484.76,14965139.98,16572705.86,16831699.71,16133671.71,15064625.16,12950775.43,10540744.76,7733162.522
Guayama, PR,0,0,0,0,0,0,0,0,0
Guerneville, CA,44519764.24,44283846.47,46650078.72,48100332.82,47567229.94,46275586.68,41991515.07,36355348.77,28426813.95
Gulfport, MS,1430205291,1431635787,1393549859,1398839541,1466828012,1521085393,1623762988,1778515421,1928480499
Gun Barrel City, TX,89063504.88,93916682.08,99768092.26,107377479.6,113872298.5,118839625.7,117737367.5,113096952.6,100806332.7
Gun Lake, MI,32121675.67,33334104.07,32764148.66,32908404.94,33253669.31,32727760.01,31742731.64,30543415.73,29339056.4
Gunnison, CO,2545688.731,3037132.365,3711941.738,4294986.182,4746264.514,4809561.731,4532829.132,4078279.31,3261878.282
Gunnison, UT,18965361.66,17215571.3,12452038.36,10518291.55,10328335.39,10223287.34,10097927.48,10107807.63,9722235.749
Gustine, CA,179789868.7,182502436.2,190893504.4,200569943.5,205538517.8,209519273.1,198030478.5,176193445.9,141935639.9
Guthrie, OK,85829154.28,87486860.93,89697128.16,96162412.19,100253272.7,107784699.5,112109629,116622766.8,111200465.5
Guymon, OK,10638732.25,11355358.81,9879904.135,8036832.492,7351460.609,7319649.407,7139457.178,7624758.028,11410401.75
Gypsum, CO,109049485.6,110008774.2,107839818.9,104011844.9,99085761.31,91736937.21,81641005.59,71250489.27,57120230.47
Hagerstown, MD,1163675911,1258144216,1342182774,1359970742,1310144894,1383117917,1433795931,1560973186,1679224954
Hailey, ID,34846731.85,30375607.66,26262694.75,25020251.82,24317507.78,24226789.81,24497736.93,24869452.02,25376824.1
Haleiwa--Waialua--Pupukea, HI,0,0,0,0,0,0,0,0,0
Haleyville, AL,42846353.84,46314224.13,41480924.87,33000714.81,28722464.56,24587476.95,22312177.55,20293461.41,18751060.78
Half Moon Bay, CA,109657271.3,100330473.7,93232988.44,95184675.98,98341079.79,103410150,103619892.6,99564283.96,88600413.85
Halls, TN,13389393.33,12910691.66,12454947.37,12566290.64,13019733.91,12818203.82,12466791.9,11781501.22,10655540.46
Hallsville, TX,73162986.16,72345207.32,74561979.86,78955467.05,82210097.13,82468704.25,77604892.83,69310089.74,56322453.47
Hamburg, AR,23300352.54,24022217.23,23641981.15,23269267.37,23500421.11,22904231.07,22147257.72,21151653.98,19995668.93
Hamilton, AL,73816276.68,81918535.15,84225017.62,81375480.27,84389327.99,80951937.65,79512623.64,75183260.49,69503214.71
Hamilton, MT,54377045.75,54925172.54,52332793.79,50338883.17,48769227.29,46281792.27,44813703.93,43098524.77,42207805.41
Hamilton, NY,12215906.1,13355230.84,13729676.01,13784675.91,13599473.33,13009735.34,12136423.95,11245565.91,9583405.313
Hamilton, TX,61827728.25,59841454.35,54660238.65,57382085.07,68722491.51,79910589.11,83608248,75600622.89,57641901.27
Hammond, LA,627059069.8,687776259.2,710350934.2,710972471.5,738911224.7,745408523,769061930.1,806270598.2,866464205.1
Hammonton, NJ,161825200.5,161585520,162537054.4,170037391.5,178959255.5,174742041.7,166722665.8,153646586.4,130184642.1
Hampshire, IL,74187478.04,66263587.18,62351940.22,65223474.67,72011741.38,75573251.85,79789263.63,81364411.66,80408553.29
Hampstead, NC,89145422.82,91233227.49,82621179.97,69826756.69,62464657.69,59612157.76,57021646.1,54692696.08,50778231.87
Hampton, IA,13038769.8,13124760.32,11144421.99,7924119.847,5693355.699,4474869.966,3652100.24,3184679.824,2875576.523
Hampton, SC,19398757.2,19466048.44,18123888.68,17387901.76,17831283.63,17411665.84,17680023.74,17586666.74,17075933.06
Hanceville, AL,78581349.56,76239862.56,72340249.91,71781677.98,77023960.89,75005528.1,75213013.46,72302352.39,68313947.16
Hanford, CA,226151421.1,237406255.7,274551905.2,297125225.5,306046744.8,311735831.9,298639564.4,278802937.9,242643259.6
Hannibal, MO,120349926.2,125636470.7,128528485,130539293,135145593.2,137063015.1,137897828.7,135340598.8,125217980.5
Hanover, PA,188003012.4,213883035.9,241531238.9,260472135,269180897.9,272904224.3,265452087.6,254339092.5,233088406.8
Hardeeville, SC,162874271.5,168575724.6,171248729.1,175454153.9,189212697.3,186651229.5,186455229.4,177248126.5,160084878.5
Hardin, MT,33625970.73,35241955.18,33056519.3,30688667.55,29840669.26,29089072.53,29093225.1,28771146.57,28750913.88
Hardyston Township West, NJ,9422873.042,10938458.6,11622719.21,11931960.5,12117027.85,11813891.46,11305936.8,10515651.69,9010680.475
Harlan, IA,21851936.09,20860073.77,20351715.57,19866972.88,19793543.27,19404902.26,19023389.49,18647574.43,18024116.16
Harlan, KY,33979897.27,33159171.66,30336245.07,25607808.84,21655202.46,18005664.02,14872792.04,12226993.67,9986936.97
Harlem, GA,58784674.72,62737094.08,60640898.8,55513548.99,52445642.78,49056585.65,46055072.64,42263473.53,37823977.18
Harlingen, TX,848293669.3,880836958.8,905479732.1,921723977.8,935878888,975181178.4,999479089.7,1045200441,1062057493
Harrah, OK,62658003.85,66265551.58,68275302.02,66508083.54,61287494.13,58476268.06,53801860.83,49881096.1,42275790.94
Harriman--Kingston--Rockwood, TN,276636235.7,291251143.2,289152459.5,283982006,287446996.5,293160093.5,307052402.1,331420393.4,361551706.1
Harrington, DE,25959639.6,25853337.52,25762708.97,26342352.19,24649150.89,26750286.78,26210987.32,25365736.45,24087571.65
Harrisburg, IL,29678489.48,46959821.3,64567612.08,73471757.45,77897420.78,77263474.14,71184305.96,61269292.81,49458638.72
Harrisburg, OR,13413101.11,14107443.97,14326487,14861769.77,15109723.12,15385617.03,15232108.29,14925540.97,13062816.11
Harrisburg, PA,3120529306,3217516474,3270666098,3312159188,3301562895,3341936656,3407178711,3658416147,4037464407
Harrisburg, SD,8941857.901,11193631,13759121.74,15874154.23,17052519.21,17718719.43,17468753.92,17097878.11,15306436.14
Harrison, AR,78163139.87,78870149.85,75069899.36,72573932.35,73109305.08,72506640.25,72243242.01,72868643.01,76924392.08
Harrison, MI,38657290.2,39492649.17,34859721.74,28559429.34,24474176.67,21957546.8,20041140.89,18768284.96,17481498.97
Harrison, OH,246987017.1,235690618.3,225695047.3,218588375.7,209443774.4,212884379.8,214424319,226803349.8,238328632.1
Harrisonburg, VA,374328803.8,368567573.6,360374650.5,347910955.5,331271284.7,316661937.9,306631134.2,305524805.9,304666765.3
Harrisonville, MO,121900676.4,129428029.3,131805425.9,131586374.7,134311559.3,136693291.3,139420794.7,141419815,138571108.4
Harrodsburg, KY,92988674.08,87285654.7,80146062.96,78690677.25,81052572.35,80921328.1,79848091.09,75671257.24,69220371.99
